time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-08-15T12:59:42.960Z,42.6293333,-111.483,-0.99,2.27,ml,16,153,0.3131,0.15,uu,uu60405942,2020-08-18T18:25:48.000Z,"10 km ESE of Soda Springs, Idaho",earthquake,0.7,2.53,0.095,5,reviewed,uu,uu
2020-08-15T12:59:21.600Z,38.636,-117.0913,20.8,1.5,ml,9,202.37,0.692,0.15,nn,nn00767865,2020-08-15T13:26:41.577Z,"63 km S of Kingston, Nevada",earthquake,,3.5,,,automatic,nn,nn
2020-08-15T12:57:41.670Z,35.6578333,-117.4876667,3.43,0.8,ml,11,143,0.07414,0.14,ci,ci39345471,2020-08-15T17:51:00.729Z,"14km SSW of Searles Valley, CA",earthquake,0.55,1.16,0.157,7,reviewed,ci,ci
2020-08-15T12:50:10.429Z,35.826,-97.97466667,8,1.94,ml,68,29,0.12867475,0.26,ok,ok2020pzsp,2020-08-17T14:47:37.097Z,"5 km SW of Kingfisher, Oklahoma",earthquake,,1,0.22,27,reviewed,ok,ok
2020-08-15T12:46:36.487Z,63.5432,-147.4247,9,0.9,ml,,,,0.42,ak,ak020ah9y9ls,2020-08-15T13:20:56.210Z,"76 km ESE of McKinley Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-15T12:46:21.080Z,38.1942,-117.7958,8.2,0.8,ml,12,109.59,0.057,0.02,nn,nn00767863,2020-08-15T13:00:42.917Z,"34 km SE of Mina, Nevada",earthquake,,4.4,,,automatic,nn,nn
2020-08-15T12:43:02.500Z,37.6231667,-119.005,-0.56,0.28,md,8,133,0.01659,0.02,nc,nc73444975,2020-08-15T16:44:03.528Z,"3km WSW of Mammoth Lakes, CA",earthquake,0.8,0.57,0.525,6,reviewed,nc,nc
2020-08-15T12:40:34.450Z,60.0921,-140.7105,4,1.6,ml,,,,0.89,ak,ak020ah9wz5i,2020-08-15T12:52:10.842Z,"82 km NW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-08-15T12:35:06.500Z,53.86466667,-166.75,7.83,0.15,ml,7,96,,0.13,av,av91112486,2020-08-16T22:57:33.770Z,"13 km WSW of Dutch Harbor, Alaska",earthquake,0.33,0.42,0.355471619,7,reviewed,av,av
2020-08-15T12:33:58.850Z,38.1569,-117.9019,11.3,0,ml,9,130.78,0.023,0.0771,nn,nn00767862,2020-08-15T12:48:18.454Z,"31 km SE of Mina, Nevada",earthquake,,0.9,0.51,6,reviewed,nn,nn
2020-08-15T12:32:55.031Z,-19.9614,-69.1951,97.71,4.5,mb,,102,0.183,0.61,us,us6000bf6a,2020-08-16T03:38:57.676Z,"103 km ENE of Iquique, Chile",earthquake,5.5,4.2,0.106,26,reviewed,us,us
2020-08-15T12:28:41.390Z,44.354,-115.2175,14.06,2.12,ml,12,76,0.288,0.23,mb,mb80457164,2020-08-15T14:48:52.600Z,southern Idaho,earthquake,0.52,1.4,0.106,10,reviewed,mb,mb
2020-08-15T12:18:55.070Z,38.1518,-117.968,9.8,0.2,ml,9,158.29,0.061,0.05,nn,nn00767861,2020-08-15T12:36:00.657Z,"29 km SSE of Mina, Nevada",earthquake,,8.3,,,automatic,nn,nn
2020-08-15T12:17:43.120Z,38.8113333,-122.8203333,3,-0.05,md,23,57,0.007336,0.02,nc,nc73444965,2020-08-19T17:38:44.116Z,"7km NW of The Geysers, CA",earthquake,0.19,0.49,0.299,4,reviewed,nc,nc
2020-08-15T12:15:54.890Z,37.6455,-118.9438333,4.77,0.06,md,14,64,0.02076,0.02,nc,nc73444970,2020-08-15T17:05:03.650Z,"3km ENE of Mammoth Lakes, CA",earthquake,0.4,0.55,0.152,13,reviewed,nc,nc
2020-08-15T12:15:28.002Z,60.2796,-141.152,1.1,1.9,ml,,,,0.73,ak,ak020ah9rlqy,2020-08-15T12:45:18.709Z,"114 km NW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-15T12:08:03.140Z,36.1316667,-117.912,3.82,2.28,ml,42,61,0.04835,0.16,ci,ci39345447,2020-08-18T20:04:52.571Z,"10km NNE of Coso Junction, CA",earthquake,0.16,0.33,0.171,23,reviewed,ci,ci
2020-08-15T12:06:29.568Z,60.0816,-140.3072,17.9,2.1,ml,,,,0.71,ak,ak020ah9pofg,2020-08-15T12:13:52.759Z,"67 km NNW of Yakutat, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-15T12:01:22.310Z,17.9611,-66.9656,10,3.02,md,22,188,0.0791,0.2,pr,pr2020228016,2020-08-21T10:01:19.884Z,"6 km WSW of Fuig, Puerto Rico",earthquake,0.45,0.44,0.34,16,reviewed,pr,pr
2020-08-15T12:00:38.300Z,38.1842,-117.7845,12.8,1.7,ml,19,70.81,0.094,0.09,nn,nn00767857,2020-08-15T12:09:23.356Z,"36 km SE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-08-15T11:54:25.495Z,60.3306,-151.1312,56.2,1,ml,,,,0.18,ak,ak020ah9ei2r,2020-08-15T22:48:07.256Z,"7 km E of Kasilof, Alaska",earthquake,,1.9,,,reviewed,ak,ak
2020-08-15T11:53:00.438Z,59.7385,-153.1624,101.2,1.6,ml,,,,0.43,ak,ak020ah9e97k,2020-08-15T21:15:06.310Z,"53 km E of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-08-15T11:52:04.260Z,35.659,-117.4886667,4.54,2.06,ml,43,64,0.07549,0.13,ci,ci39345439,2020-08-18T19:57:51.619Z,"14km SSW of Searles Valley, CA",earthquake,0.12,0.33,0.129,24,reviewed,ci,ci
2020-08-15T11:40:08.520Z,38.2123,-117.8947,12.2,0.7,ml,8,183.21,0.05,0.1,nn,nn00767853,2020-08-15T11:43:28.152Z,"27 km SE of Mina, Nevada",earthquake,,11.1,,,automatic,nn,nn
2020-08-15T11:35:57.100Z,39.642,-123.095,5.68,1.7,md,22,62,0.3412,0.12,nc,nc73444945,2020-08-16T07:56:02.207Z,"21km SE of Covelo, CA",earthquake,0.25,2.12,0.131,27,reviewed,nc,nc
2020-08-15T11:34:11.974Z,38.153,-117.9512,7.1,0.9,ml,16,94.87,0.016,0.118,nn,nn00767852,2020-08-16T02:22:01.399Z,"29 km SSE of Mina, Nevada",earthquake,,1,0.17,7,reviewed,nn,nn
2020-08-15T11:33:59.080Z,38.8293333,-122.9401667,7.07,1.02,md,31,96,0.01134,0.04,nc,nc73444935,2020-08-19T18:26:08.222Z,"7km ENE of Cloverdale, CA",earthquake,0.31,0.42,0.108,6,reviewed,nc,nc
2020-08-15T11:32:11.450Z,33.9166667,-116.786,17.27,0.61,ml,20,122,0.0834,0.22,ci,ci39345431,2020-08-15T17:51:14.729Z,"0km SE of Cabazon, CA",earthquake,0.51,0.84,0.253,18,reviewed,ci,ci
2020-08-15T11:27:47.970Z,36.1255,-117.9115,4.21,1,ml,12,200,0.04653,0.08,ci,ci39345423,2020-08-15T17:51:29.730Z,"10km NNE of Coso Junction, CA",earthquake,0.46,0.31,0.218,13,reviewed,ci,ci
2020-08-15T11:26:00.807Z,66.3033,-157.2051,0,1.4,ml,,,,0.53,ak,ak020ah98gx8,2020-08-15T20:43:50.603Z,"65 km S of Shungnak, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-08-15T11:24:20.970Z,35.9105,-117.6771667,8.07,0.32,ml,17,65,0.04319,0.08,ci,ci39345415,2020-08-18T19:35:03.327Z,"21km E of Little Lake, CA",earthquake,0.15,0.32,0.152,7,reviewed,ci,ci
2020-08-15T11:18:45.289Z,36.492,-98.65116667,6.96,0.2,ml,18,130,0.043191524,0.09,ok,ok2020pzpp,2020-08-18T14:21:23.352Z,"18 km W of Aline, Oklahoma",earthquake,,0.3,0.17,7,reviewed,ok,ok
2020-08-15T11:14:47.663Z,61.3611,-141.9222,0,1.3,ml,,,,0.48,ak,ak020ah95zrh,2020-08-15T20:28:07.304Z,"54 km E of McCarthy, Alaska",earthquake,,1.7,,,automatic,ak,ak
2020-08-15T11:12:30.500Z,38.1838,-117.7283,12,1.3,ml,11,116.02,0.056,0.04,nn,nn00767850,2020-08-15T11:36:21.756Z,"40 km SE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-08-15T11:11:58.467Z,-33.2232,-70.1587,10,4.8,mww,,87,0.182,0.78,us,us6000bf5r,2020-08-18T20:54:09.512Z,"46 km E of Chicureo Abajo, Chile",earthquake,2.3,1.8,0.089,12,reviewed,us,us
2020-08-15T11:09:18.580Z,58.35766667,-154.7101667,7.22,-0.38,ml,5,215,,0.24,av,av91002918,2020-08-17T21:48:00.790Z,"89 km N of Karluk, Alaska",earthquake,1.99,1.44,0.185624976,5,reviewed,av,av
2020-08-15T11:07:30.800Z,38.7955017,-122.7945023,2.92,0.17,md,14,87,0.005644,0.03,nc,nc73444930,2020-08-15T11:22:03.557Z,"4km WNW of The Geysers, CA",earthquake,0.35,0.62,0.09,2,automatic,nc,nc
2020-08-15T11:06:28.710Z,35.6408333,-117.5838333,10.89,1.38,ml,19,76,0.113,0.15,ci,ci39345407,2020-08-15T17:51:45.268Z,"9km ENE of Ridgecrest, CA",earthquake,0.23,0.56,0.149,21,reviewed,ci,ci
2020-08-15T10:53:18.130Z,4.675,125.6085,138.83,4.9,mww,,25,2.379,0.89,us,us6000bf5g,2020-08-15T12:48:34.177Z,"82 km SSE of Sarangani, Philippines",earthquake,7.1,5.8,0.093,11,reviewed,us,us
2020-08-15T10:48:41.571Z,-22.7582,-112.4491,10,5,mb,,154,37.775,0.43,us,us6000bf5h,2020-08-15T11:07:20.040Z,Easter Island region,earthquake,15.1,1.9,0.033,298,reviewed,us,us
2020-08-15T10:45:04.090Z,35.8698333,-117.6963333,8.99,0.32,ml,8,98,0.08271,0.1,ci,ci39345399,2020-08-15T17:51:47.155Z,"20km ESE of Little Lake, CA",earthquake,0.31,0.98,0.124,5,reviewed,ci,ci
2020-08-15T10:42:29.550Z,38.8918333,-122.613,6.82,0.93,md,10,154,0.06513,0.08,nc,nc73444925,2020-08-16T05:54:03.401Z,"2km S of Lower Lake, CA",earthquake,0.44,0.91,0.115,10,reviewed,nc,nc
2020-08-15T10:39:39.275Z,44.3578,-115.194,14,2.7,ml,,71,0.3,0.49,us,us6000bf5c,2020-08-16T04:51:45.708Z,southern Idaho,earthquake,2.7,9.8,0.06,36,reviewed,us,us
2020-08-15T10:36:23.000Z,35.751,-117.569,12.23,0.43,ml,26,74,0.06863,0.16,ci,ci39345391,2020-08-17T15:37:57.036Z,"15km W of Searles Valley, CA",earthquake,0.26,0.6,0.109,8,reviewed,ci,ci
2020-08-15T10:19:27.310Z,38.8093338,-122.8219986,2.58,0.57,md,11,62,0.01685,0.01,nc,nc73444920,2020-08-15T10:34:04.286Z,"7km WNW of The Geysers, CA",earthquake,0.31,1.02,,1,automatic,nc,nc
2020-08-15T10:18:42.460Z,58.16783333,-155.3725,2.12,-0.19,ml,5,133,,0.04,av,av91002913,2020-08-17T21:45:10.080Z,"86 km NW of Karluk, Alaska",earthquake,0.25,0.53,0.200649992,5,reviewed,av,av
2020-08-15T10:18:11.280Z,46.84866667,-121.7553333,-2.45,0.52,ml,12,71,0.02013,0.08,uw,uw61659187,2020-08-17T22:33:38.410Z,"23 km ENE of Ashford, Washington",earthquake,0.31,0.4,0.244193493,8,reviewed,uw,uw
2020-08-15T10:08:11.110Z,49.13383333,-122.3046667,7.03,1.75,ml,13,144,0.1981,0.28,uw,uw61659182,2020-08-17T21:31:10.949Z,"9 km NNW of Abbotsford, Canada",earthquake,0.78,1.59,0.045059484,6,reviewed,uw,uw
2020-08-15T10:06:38.950Z,19.37249947,-155.2823334,28.75,1.89,ml,52,49,,0.129999995,hv,hv72090531,2020-08-15T10:12:12.380Z,"9 km SSW of Volcano, Hawaii",earthquake,0.52,0.560000002,3.55,6,automatic,hv,hv
2020-08-15T09:57:28.210Z,33.4888333,-116.7966667,4.67,1.37,ml,55,32,0.02368,0.19,ci,ci39345383,2020-08-15T17:53:09.190Z,"8km NE of Aguanga, CA",earthquake,0.18,0.43,0.101,27,reviewed,ci,ci
2020-08-15T09:56:26.571Z,69.4435,-144.0099,0,1.5,ml,,,,1.05,ak,ak020ah8836i,2020-08-15T17:58:06.452Z,"78 km S of Kaktovik, Alaska",earthquake,,1.1,,,automatic,ak,ak
2020-08-15T09:54:05.910Z,34.3186667,-116.8511667,6.06,0.96,ml,20,66,0.0805,0.15,ci,ci39345375,2020-08-15T17:52:20.735Z,"6km N of Big Bear City, CA",earthquake,0.31,0.77,0.18,20,reviewed,ci,ci
2020-08-15T09:53:02.760Z,58.272,-154.9798333,4.58,-0.51,ml,7,173,,0.27,av,av91002908,2020-08-17T21:21:23.920Z,"84 km NNW of Karluk, Alaska",earthquake,2.14,2.11,0.421117513,7,reviewed,av,av
2020-08-15T09:50:38.440Z,35.7818333,-117.5975,7.36,0.79,ml,21,77,0.03383,0.11,ci,ci39345367,2020-08-18T18:56:42.700Z,"18km W of Searles Valley, CA",earthquake,0.17,0.37,0.267,9,reviewed,ci,ci
2020-08-15T09:42:08.550Z,35.798,-117.626,5.45,0.67,ml,8,95,0.02915,0.07,ci,ci39345359,2020-08-15T17:52:36.149Z,"20km NNE of Ridgecrest, CA",earthquake,0.34,0.54,0.229,9,reviewed,ci,ci
2020-08-15T09:40:42.260Z,35.8601667,-117.6923333,6.5,0.38,ml,9,77,0.07827,0.19,ci,ci39345351,2020-08-15T17:52:53.309Z,"21km ESE of Little Lake, CA",earthquake,0.51,1.63,0.114,6,reviewed,ci,ci
2020-08-15T09:39:15.609Z,36.03066667,-97.25216667,6.74,1.87,ml,84,30,0,0.21,ok,ok2020pzmh,2020-08-17T15:03:06.742Z,"8 km N of Coyle, Oklahoma",earthquake,,0.4,0.21,34,reviewed,ok,ok
2020-08-15T09:34:10.731Z,67.8494,-157.5427,0,1.6,ml,,,,1.26,ak,ak020ah83c7q,2020-08-15T17:28:40.347Z,"86 km N of Ambler, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-08-15T09:30:48.260Z,18.1491,-67.7273,155,3.6,md,23,196,0.342,0.38,pr,pr2020228002,2020-08-15T17:33:28.422Z,"54 km WSW of Stella, Puerto Rico",earthquake,3.36,1.25,0.09,21,reviewed,pr,pr
2020-08-15T09:29:13.540Z,58.27433333,-154.9921667,2.78,-0.12,ml,8,175,,0.1,av,av91002903,2020-08-17T21:18:53.390Z,"84 km NNW of Karluk, Alaska",earthquake,0.81,0.77,0.277419657,7,reviewed,av,av
2020-08-15T09:29:02.760Z,38.128,-118.0205,7.1,1.7,ml,14,61.27,0.025,0.15,nn,nn00767845,2020-08-15T10:13:22.396Z,"30 km SSE of Mina, Nevada",earthquake,,1.3,,,automatic,nn,nn
2020-08-15T09:24:11.400Z,35.6735,-117.472,9.18,2.03,ml,45,65,0.08718,0.13,ci,ci39345343,2020-08-18T18:46:36.590Z,"12km SSW of Searles Valley, CA",earthquake,0.12,0.33,0.135,25,reviewed,ci,ci
2020-08-15T09:23:55.634Z,60.0204,-152.9712,91.7,0.5,ml,,,,0.28,ak,ak020ah812sr,2020-08-15T17:06:45.562Z,"68 km ENE of Pedro Bay, Alaska",earthquake,,1.2,,,automatic,ak,ak
2020-08-15T09:22:59.260Z,38.1365,-118.0142,7.3,1,ml,13,62.43,0.036,0.14,nn,nn00767840,2020-08-15T09:30:22.136Z,"29 km SSE of Mina, Nevada",earthquake,,1.1,,,automatic,nn,nn
2020-08-15T09:20:31.040Z,38.8218346,-122.8113327,2.86,0.72,md,23,46,0.001842,0.03,nc,nc73444895,2020-08-15T09:42:03.985Z,"7km NW of The Geysers, CA",earthquake,0.24,0.49,0.07,4,automatic,nc,nc
2020-08-15T09:20:00.130Z,36.03116667,-97.255,7.05,1.69,ml,82,28,0,0.22,ok,ok2020pzlr,2020-08-17T15:11:48.308Z,"8 km NNW of Coyle, Oklahoma",earthquake,,0.4,0.19,32,reviewed,ok,ok
2020-08-15T09:19:41.670Z,-22.4758,-112.1899,10,4.6,mb,,145,16.594,0.48,us,us6000bf4r,2020-08-15T09:44:51.040Z,Easter Island region,earthquake,9.1,2,0.049,126,reviewed,us,us
2020-08-15T09:16:57.540Z,34.8693333,-119.3793333,9.43,1.02,ml,21,55,0.07586,0.2,ci,ci39345335,2020-08-18T18:34:46.127Z,"21km W of Pine Mountain Club, CA",earthquake,0.32,0.61,0.114,9,reviewed,ci,ci
2020-08-15T09:10:39.790Z,38.0348333,-118.7285,4.07,1.38,md,24,88,0.2789,0.07,nc,nc73444890,2020-08-16T05:23:02.240Z,"32km SE of Bodie, CA",earthquake,0.28,7.64,0.201,23,reviewed,nc,nc
2020-08-15T09:10:10.900Z,38.8911667,-122.616,6.12,1.14,md,23,153,0.06401,0.08,nc,nc73444885,2020-08-20T17:21:06.066Z,"2km SSW of Lower Lake, CA",earthquake,0.3,0.78,0.298,9,reviewed,nc,nc
2020-08-15T09:06:07.490Z,36.026,-97.25583333,6,0.85,ml,38,90,0.143071924,0.41,ok,ok2020pzlf,2020-08-17T20:11:44.916Z,"7 km NNW of Coyle, Oklahoma",earthquake,,1.3,0.17,13,reviewed,ok,ok
2020-08-15T09:03:13.350Z,37.6235,-119.0103333,-0.55,0.2,md,7,222,0.0138,0.04,nc,nc73444880,2020-08-15T16:09:04.315Z,"3km WSW of Mammoth Lakes, CA",earthquake,0.69,0.6,0.447,7,reviewed,nc,nc
2020-08-15T08:59:32.970Z,38.8255,-122.812,2.23,2.07,md,71,24,0.002585,0.05,nc,nc73444875,2020-08-19T06:02:04.855Z,"7km NW of The Geysers, CA",earthquake,0.11,0.17,0.207,45,reviewed,nc,nc
2020-08-15T08:53:01.200Z,34.6808333,-119.3653333,7.12,1.37,ml,22,78,0.05309,0.28,ci,ci39345327,2020-08-18T18:28:23.952Z,"27km SW of Pine Mountain Club, CA",earthquake,0.35,0.8,0.166,9,reviewed,ci,ci
2020-08-15T08:51:40.630Z,38.1753,-117.8313,5.9,0.6,ml,18,104.97,0.034,0.1761,nn,nn00767836,2020-08-16T02:21:59.952Z,"34 km SE of Mina, Nevada",earthquake,,1.5,0,1,reviewed,nn,nn
2020-08-15T08:50:59.854Z,38.1408,-118.0078,2.3,0.9,ml,19,108.04,0.038,0.166,nn,nn00767835,2020-08-16T02:21:58.471Z,"29 km SSE of Mina, Nevada",earthquake,,1,0,1,reviewed,nn,nn
2020-08-15T08:48:53.812Z,63.4172,-148.7487,76.9,1.3,ml,,,,0.62,ak,ak020ah7kzyg,2020-08-15T16:24:15.492Z,"10 km ENE of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-08-15T08:46:13.020Z,55.354,-161.9336667,15.47,-0.08,ml,5,236,,0.15,av,av91002898,2020-08-17T21:14:46.620Z,"40 km NE of King Cove, Alaska",earthquake,1.9,1.29,0.174938627,5,reviewed,av,av
2020-08-15T08:46:13.010Z,38.158,-117.8122,12.1,1.1,ml,11,118.57,0.055,0.05,nn,nn00767832,2020-08-15T08:53:01.226Z,Nevada,earthquake,,1.2,,,automatic,nn,nn
2020-08-15T08:45:57.107Z,66.5892,-150.8869,6.4,1.3,ml,,,,0.66,ak,ak020ah7kd26,2020-08-15T16:07:20.046Z,"45 km SE of Bettles, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-08-15T08:43:40.520Z,38.8255005,-122.8130035,2.11,1.14,md,22,38,0.003107,0.02,nc,nc73444865,2020-08-15T11:25:11.578Z,"7km NW of The Geysers, CA",earthquake,0.2,0.38,0.19,4,automatic,nc,nc
2020-08-15T08:41:20.810Z,38.8258324,-122.8141632,1.96,0.68,md,18,54,0.004016,0.02,nc,nc73444860,2020-08-15T08:54:05.700Z,"7km NW of The Geysers, CA",earthquake,0.23,0.44,0.07,2,automatic,nc,nc
2020-08-15T08:39:28.140Z,36.1408333,-117.938,2.66,0.25,ml,9,156,0.0712,0.16,ci,ci37452869,2020-08-18T18:16:30.224Z,"11km N of Coso Junction, CA",earthquake,0.59,1.52,0.04,1,reviewed,ci,ci
2020-08-15T08:39:10.820Z,35.959,-117.3735,2.63,0.95,ml,27,51,0.09984,0.15,ci,ci39345319,2020-08-18T18:16:16.539Z,"22km N of Searles Valley, CA",earthquake,0.17,0.48,0.213,7,reviewed,ci,ci
2020-08-15T08:38:56.130Z,36.1271667,-117.9135,6.44,0.35,ml,10,260,0.04843,0.19,ci,ci37452861,2020-08-18T18:09:27.169Z,"10km NNE of Coso Junction, CA",earthquake,1,0.59,0.039,3,reviewed,ci,ci
2020-08-15T08:38:32.321Z,53.2841,-163.6208,10,4,mb,,192,1.536,0.8,us,us6000bf44,2020-08-15T08:54:07.040Z,"170 km SE of Akutan, Alaska",earthquake,8.7,2,0.134,15,reviewed,us,us
2020-08-15T08:38:30.040Z,63.1965,-151.7994,0,1.6,ml,,,,0.87,ak,ak020ah7iszf,2020-08-15T16:00:08.138Z,"38 km S of Denali National Park, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-08-15T08:38:02.390Z,19.82633333,-155.3956667,21.7,1.79,md,45,148,,0.14,hv,hv72090441,2020-08-18T03:42:18.220Z,"23 km S of Pa‘auilo, Hawaii",earthquake,0.55,1.13,0.040820437,20,reviewed,hv,hv
2020-08-15T08:37:45.990Z,36.1308333,-117.9136667,3.29,2.06,ml,44,57,0.04941,0.15,ci,ci39345311,2020-08-18T17:56:32.062Z,"10km NNE of Coso Junction, CA",earthquake,0.15,0.34,0.154,24,reviewed,ci,ci
2020-08-15T08:36:43.360Z,38.8273315,-122.814003,2.17,0.45,md,16,45,0.004987,0.02,nc,nc73444845,2020-08-15T08:57:13.724Z,"8km NW of The Geysers, CA",earthquake,0.23,0.53,,1,automatic,nc,nc
2020-08-15T08:24:40.610Z,33.4946667,-116.9325,8.83,0.22,ml,24,40,0.1341,0.19,ci,ci39345303,2020-08-18T17:24:42.598Z,"8km NW of Aguanga, CA",earthquake,0.22,1.17,0.182,12,reviewed,ci,ci
2020-08-15T08:23:04.550Z,38.1287,-118.0382,2,0.9,ml,9,192.43,0.052,0.04,nn,nn00767828,2020-08-15T08:39:00.882Z,"29 km SSE of Mina, Nevada",earthquake,,7.1,,,automatic,nn,nn
2020-08-15T08:21:56.390Z,36.02933333,-97.253,6.36,1.06,ml,66,54,0.143971748,0.37,ok,ok2020pzjt,2020-08-17T20:04:35.131Z,"8 km NNW of Coyle, Oklahoma",earthquake,,0.8,0.17,24,reviewed,ok,ok
2020-08-15T08:16:22.519Z,36.02883333,-97.25916667,7.68,0.86,ml,47,58,0.146671218,0.23,ok,ok2020pzjo,2020-08-17T17:00:46.449Z,"8 km NNW of Coyle, Oklahoma",earthquake,,0.7,0.17,16,reviewed,ok,ok
2020-08-15T08:14:02.430Z,33.958,-116.7608333,17.25,0.76,ml,25,75,0.08627,0.18,ci,ci39345295,2020-08-15T17:54:38.575Z,"5km NNE of Cabazon, CA",earthquake,0.34,0.83,0.195,24,reviewed,ci,ci
2020-08-15T08:13:20.550Z,38.1568,-117.925,0.1,1.5,ml,16,59.26,0.184,0.15,nn,nn00767825,2020-08-15T08:24:21.566Z,"30 km SSE of Mina, Nevada",earthquake,,10.2,,,automatic,nn,nn
2020-08-15T08:11:20.624Z,55.03,-163.0416,28.8,1.8,ml,,,,1.32,ak,ak020ah7d0fp,2020-08-15T22:37:49.587Z,"26 km SW of Cold Bay, Alaska",earthquake,,3.8,,,reviewed,ak,ak
2020-08-15T08:10:37.500Z,38.8263333,-122.8135,2.17,2.75,md,82,23,0.003971,0.06,nc,nc73444820,2020-08-19T03:21:04.764Z,"7km NW of The Geysers, CA",earthquake,0.11,0.15,0.147,51,reviewed,nc,nc
2020-08-15T08:09:42.520Z,37.426,-114.041,11.62,1.4,md,8,108,0.1508,0.14,uu,uu60405932,2020-08-18T18:25:14.290Z,"32 km WNW of Veyo, Utah",earthquake,0.5,0.76,0.232,6,reviewed,uu,uu
2020-08-15T08:07:18.320Z,38.8271667,-122.8135,2.06,1.43,md,42,41,0.00462,0.05,nc,nc73444815,2020-08-19T03:06:03.681Z,"7km NW of The Geysers, CA",earthquake,0.14,0.24,0.1,10,reviewed,nc,nc
2020-08-15T08:03:21.960Z,38.2037,-117.9595,0.9,0.9,ml,12,103.22,0.038,0.09,nn,nn00767824,2020-08-15T08:14:41.519Z,"24 km SSE of Mina, Nevada",earthquake,,6.4,,,automatic,nn,nn
2020-08-15T08:03:08.380Z,38.8261681,-122.831337,2.14,0.11,md,11,87,0.01282,0.01,nc,nc73444805,2020-08-15T08:24:03.497Z,"8km NW of The Geysers, CA",earthquake,0.31,0.71,,1,automatic,nc,nc
2020-08-15T07:57:03.720Z,19.20533371,-155.4140015,33.83000183,1.97000003,md,35,156,,0.189999998,hv,hv72090401,2020-08-15T08:00:12.340Z,"6 km E of Pāhala, Hawaii",earthquake,0.66,0.970000029,1.97000003,4,automatic,hv,hv
2020-08-15T07:56:49.480Z,35.9651667,-117.3795,2.71,1.07,ml,15,118,0.1076,0.15,ci,ci39345287,2020-08-15T17:54:54.971Z,"22km N of Searles Valley, CA",earthquake,0.36,1.39,0.105,10,reviewed,ci,ci
2020-08-15T07:54:27.490Z,19.22516667,-155.4175,32.97,1.74,md,40,164,,0.11,hv,hv72090396,2020-08-17T03:49:39.010Z,"6 km ENE of Pāhala, Hawaii",earthquake,0.53,0.7,0.047665906,16,reviewed,hv,hv
2020-08-15T07:44:37.740Z,38.2088,-117.7357,6.9,0.9,ml,10,100.27,0.051,0.01,nn,nn00767821,2020-08-15T07:58:00.298Z,"38 km ESE of Mina, Nevada",earthquake,,7.8,,,automatic,nn,nn
2020-08-15T07:41:27.880Z,36.476,-81.1101667,2.06,2.13,md,10,130,0.01289,0.13,se,se60306027,2020-08-16T05:05:24.040Z,"3 km SSE of Sparta, North Carolina",earthquake,0.55,0.88,0.116,9,reviewed,se,se
2020-08-15T07:39:48.880Z,44.79,-115.8023333,4.87,2.02,ml,16,93,0.329,0.2,mb,mb80457119,2020-08-15T13:43:10.490Z,"22 km ENE of Donnelly, Idaho",earthquake,0.45,0.94,0.2,10,reviewed,mb,mb
2020-08-15T07:34:10.051Z,55.0166,-160.3742,37.29,4.2,mb,,142,0.338,0.71,us,us6000bf3r,2020-08-15T22:28:51.845Z,"36 km SSE of Sand Point, Alaska",earthquake,7.6,6.4,0.136,15,reviewed,us,us
2020-08-15T07:27:41.150Z,19.22900009,-155.3911591,31.12999916,2.05999994,md,49,146,,0.129999995,hv,hv72090376,2020-08-15T07:30:50.300Z,"9 km ENE of Pāhala, Hawaii",earthquake,0.5,0.75,0.920000017,23,automatic,hv,hv
2020-08-15T07:27:33.190Z,38.147,-117.9752,7.9,0.6,ml,9,193.86,0.011,0.03,nn,nn00767819,2020-08-15T07:39:40.035Z,"29 km SSE of Mina, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-08-15T07:23:00.227Z,38.6881,-96.7548,5,2.7,mb_lg,,101,0.427,0.41,us,us6000bf3k,2020-08-15T18:40:41.886Z,"9 km NW of Wilsey, Kansas",earthquake,2,2,0.054,91,reviewed,us,us
2020-08-15T07:15:05.409Z,31.6779,-104.3036,7.76,2.6,ml,,53,0.168,0.41,us,us6000bf3j,2020-08-15T07:35:08.040Z,"55 km S of Whites City, New Mexico",earthquake,1.4,5.1,0.055,44,reviewed,us,us
2020-08-15T07:12:45.350Z,34.95683333,-97.71733333,11.18,1.32,ml,33,54,0.106179164,0.26,ok,ok2020pzhm,2020-08-17T15:49:28.527Z,"7 km NE of Alex, Oklahoma",earthquake,,1.2,0.2,16,reviewed,ok,ok
