time,latitude,longitude,depth,mag,magType,place,type,magNst,status,locationSource,magSource
2020-08-12T11:48:51.380Z,38.7965,-122.8121667,3.18,1.97,md,"5km WNW of The Geysers, CA",earthquake,37.0,reviewed,nc,nc
2020-08-12T11:47:43.880Z,38.8138333,-122.7756667,1.33,0.55,md,"4km NNW of The Geysers, CA",earthquake,4.0,reviewed,nc,nc
2020-08-12T11:46:56.040Z,38.803833,-122.7860031,-0.09,1.0,md,"4km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-12T11:46:34.970Z,38.786,-122.7546667,3.24,2.3,md,"1km N of The Geysers, CA",earthquake,3.0,reviewed,nc,nc
2020-08-12T11:46:26.480Z,38.7876667,-122.7543333,3.27,2.5,md,"1km N of The Geysers, CA",earthquake,3.0,reviewed,nc,nc
2020-08-12T11:45:43.450Z,38.7866667,-122.7491667,4.11,3.9,mw,"1km NNE of The Geysers, CA",earthquake,5.0,reviewed,nc,nc
2020-08-12T11:45:34.220Z,38.789,-122.7518333,3.99,0.2,md,"1km NNE of The Geysers, CA",earthquake,2.0,reviewed,nc,nc
2020-08-12T11:36:47.990Z,40.7241667,-112.0503333,8.6,1.05,ml,"4 km ENE of Magna, Utah",earthquake,2.0,reviewed,uu,uu
2020-08-12T11:33:51.899Z,35.56616667,-97.08016667,6.55,0.92,ml,"11 km NE of Harrah, Oklahoma",earthquake,12.0,reviewed,ok,ok
2020-08-12T11:32:40.710Z,47.8985,-122.6315,4.74,0.89,ml,"4 km SE of Port Ludlow, Washington",earthquake,2.0,reviewed,uw,uw
2020-08-12T11:30:34.480Z,40.728,-112.0515,9.19,0.98,ml,"4 km ENE of Magna, Utah",earthquake,3.0,reviewed,uu,uu
2020-08-12T11:29:51.450Z,36.48566667,-98.73216667,9.31,0.83,ml,"17 km SE of Waynoka, Oklahoma",earthquake,6.0,reviewed,ok,ok
2020-08-12T11:25:02.490Z,33.2328333,-115.6988333,3.47,1.55,ml,"13km SSE of Bombay Beach, CA",earthquake,48.0,reviewed,ci,ci
2020-08-12T11:19:40.300Z,18.92683333,-155.4655,34.3,1.99,md,"19 km SE of Naalehu, Hawaii",earthquake,25.0,reviewed,hv,hv
2020-08-12T11:13:14.660Z,38.6503,-119.8313,7.5,1.3,ml,"6 km SW of Markleeville, California",earthquake,1.0,reviewed,nn,nn
2020-08-12T11:05:56.010Z,35.739,-117.5636667,10.6,0.85,ml,"15km WSW of Searles Valley, CA",earthquake,9.0,reviewed,ci,ci
2020-08-12T10:46:58.970Z,38.0478333,-118.7308333,-0.67,1.9,md,"31km SE of Bodie, CA",earthquake,24.0,reviewed,nc,nc
2020-08-12T10:40:33.991Z,39.3855,-119.7353,7.5,0.2,ml,"11 km NW of Virginia City, Nevada",earthquake,2.0,reviewed,nn,nn
2020-08-12T10:28:08.590Z,35.8451667,-117.664,6.8,0.94,ml,"24km ESE of Little Lake, CA",earthquake,9.0,reviewed,ci,ci
2020-08-12T10:26:18.116Z,1.4144,126.4007,17.81,4.8,mww,"129 km WNW of Ternate, Indonesia",earthquake,11.0,reviewed,us,us
2020-08-12T10:17:05.000Z,38.8265,-122.785,0.67,0.17,md,"5km W of Cobb, CA",earthquake,3.0,reviewed,nc,nc
2020-08-12T10:16:44.664Z,-44.6797,167.5404,10.0,4.8,mwr,"83 km N of Te Anau, New Zealand",earthquake,28.0,reviewed,us,us
2020-08-12T10:10:57.780Z,38.7893333,-122.7668304,2.06,0.56,md,"2km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-12T10:08:20.310Z,35.5188333,-117.3733333,8.42,1.07,ml,"27km S of Trona, CA",earthquake,14.0,reviewed,ci,ci
2020-08-12T10:03:21.741Z,42.067,75.4877,10.0,4.4,mb,"72 km SW of Balykchy, Kyrgyzstan",earthquake,11.0,reviewed,us,us
2020-08-12T10:02:54.882Z,43.9823,144.9956,113.02,4.3,mb,"37 km NNW of Shibetsu, Japan",earthquake,40.0,reviewed,us,us
2020-08-12T09:54:05.040Z,35.9706667,-117.6785,6.79,1.03,ml,"21km E of Little Lake, CA",earthquake,2.0,reviewed,ci,ci
2020-08-12T09:50:07.780Z,36.4651667,-81.0783333,4.72,0.12,md,"5 km SE of Sparta, North Carolina",earthquake,3.0,reviewed,se,se
2020-08-12T09:47:36.140Z,35.7088333,-117.5743333,7.59,0.99,ml,"13km NE of Ridgecrest, CA",earthquake,10.0,reviewed,ci,ci
2020-08-12T09:47:30.250Z,36.4351667,-117.9825,3.26,0.65,ml,"17km N of Olancha, CA",earthquake,2.0,reviewed,ci,ci
2020-08-12T09:42:23.130Z,35.1971667,-118.6011667,6.66,0.98,ml,"16km WNW of Tehachapi, CA",earthquake,12.0,reviewed,ci,ci
2020-08-12T09:41:31.490Z,35.1978333,-118.6043333,6.45,1.17,ml,"16km WNW of Tehachapi, CA",earthquake,17.0,reviewed,ci,ci
2020-08-12T09:36:45.100Z,48.77716667,-122.2908333,19.71,1.55,ml,"7 km NE of Sudden Valley, Washington",earthquake,6.0,reviewed,uw,uw
2020-08-12T09:31:39.130Z,35.1365,-118.9535,8.79,1.93,ml,"14km SW of Arvin, CA",earthquake,45.0,reviewed,ci,ci
2020-08-12T09:28:20.020Z,34.5251667,-118.8498333,16.9,1.22,ml,"13km NNW of Piru, CA",earthquake,14.0,reviewed,ci,ci
2020-08-12T09:25:31.940Z,35.6908333,-117.5133333,11.44,0.84,ml,"13km SW of Searles Valley, CA",earthquake,8.0,reviewed,ci,ci
2020-08-12T09:22:06.790Z,33.517,-116.5166667,10.96,0.21,ml,"15km ESE of Anza, CA",earthquake,3.0,reviewed,ci,ci
2020-08-12T09:21:24.140Z,33.1431667,-115.6341667,7.36,1.75,ml,"11km W of Calipatria, CA",earthquake,52.0,reviewed,ci,ci
2020-08-12T09:15:57.350Z,35.6908333,-118.0928333,10.67,1.63,ml,"26km W of Inyokern, CA",earthquake,27.0,reviewed,ci,ci
2020-08-12T09:04:46.470Z,39.4072,-120.168,8.3,-0.4,ml,"8 km N of Truckee, California",earthquake,3.0,reviewed,nn,nn
2020-08-12T09:04:04.180Z,38.7873344,-122.7693329,0.53,1.08,md,"2km NW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-12T08:57:59.060Z,36.4423333,-117.9791667,4.12,2.56,ml,"18km SSE of Lone Pine, CA",earthquake,26.0,reviewed,ci,ci
2020-08-12T08:54:24.260Z,40.4616667,-121.5436667,4.35,-0.08,md,"12km N of Mineral, CA",earthquake,5.0,reviewed,nc,nc
2020-08-12T08:54:15.350Z,36.2276667,-89.4293333,7.71,1.58,md,"6 km SE of Ridgely, Tennessee",earthquake,9.0,reviewed,nm,nm
2020-08-12T08:52:30.400Z,36.4716667,-81.089,0.11,-0.28,md,"4 km SE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T08:35:40.200Z,35.9906667,-117.5533333,0.94,1.39,ml,"28km NNW of Searles Valley, CA",earthquake,17.0,reviewed,ci,ci
2020-08-12T08:26:10.357Z,38.1703,-117.8978,12.5,2.0,ml,"30 km SE of Mina, Nevada",earthquake,14.0,reviewed,nn,nn
2020-08-12T08:21:04.860Z,36.4778333,-81.0933333,0.77,0.13,md,"3 km SE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T08:15:48.160Z,32.8575,-116.1391667,8.2,1.43,ml,"19km NW of Ocotillo, CA",earthquake,33.0,reviewed,ci,ci
2020-08-12T08:09:28.060Z,36.4693333,-81.0991667,1.76,1.4,md,"4 km SSE of Sparta, North Carolina",earthquake,6.0,reviewed,se,se
2020-08-12T08:01:20.500Z,37.6368333,-121.6876667,7.87,1.13,md,"9km SE of Livermore, CA",earthquake,20.0,reviewed,nc,nc
2020-08-12T08:00:36.330Z,35.6553333,-117.4155,3.93,0.18,ml,"12km S of Searles Valley, CA",earthquake,4.0,reviewed,ci,ci
2020-08-12T08:00:16.340Z,35.7865,-117.6165,10.84,0.5,ml,"19km NNE of Ridgecrest, CA",earthquake,4.0,reviewed,ci,ci
2020-08-12T07:48:08.890Z,35.10166667,-97.71366667,6.39,1.42,ml,"6 km SW of Blanchard, Oklahoma",earthquake,24.0,reviewed,ok,ok
2020-08-12T07:45:23.040Z,36.4801667,-81.1105,1.5,0.4,md,"2 km SSE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T07:42:19.910Z,35.9836667,-117.6815,2.24,1.08,ml,"21km ENE of Little Lake, CA",earthquake,10.0,reviewed,ci,ci
2020-08-12T07:39:42.615Z,-55.3528,-35.8689,10.0,5.0,mb,South Georgia Island region,earthquake,29.0,reviewed,us,us
2020-08-12T07:33:46.310Z,53.86733333,-166.7773333,8.38,0.73,ml,"15 km W of Dutch Harbor, Alaska",earthquake,9.0,reviewed,av,av
2020-08-12T07:31:04.880Z,19.4655,-155.5995,-2.22,1.35,md,"27 km E of Honaunau-Napoopoo, Hawaii",earthquake,23.0,reviewed,hv,hv
2020-08-12T07:30:49.670Z,19.3875,-155.1158333,1.95,0.83,md,"8 km SSE of Fern Forest, Hawaii",earthquake,6.0,reviewed,hv,hv
2020-08-12T07:12:41.981Z,56.3845,-148.7412,21.41,2.8,ml,"254 km SE of Chiniak, Alaska",earthquake,44.0,reviewed,us,us
2020-08-12T07:09:08.400Z,36.493,-81.119,0.21,0.41,md,"1 km S of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T07:08:12.480Z,35.626,-117.4608333,8.02,0.97,ml,"16km SSW of Searles Valley, CA",earthquake,8.0,reviewed,ci,ci
2020-08-12T07:08:04.760Z,33.1603333,-115.6388333,8.04,1.42,ml,"12km WNW of Calipatria, CA",earthquake,6.0,reviewed,ci,ci
2020-08-12T07:07:47.310Z,33.1596667,-115.6395,7.43,1.64,ml,"12km WNW of Calipatria, CA",earthquake,27.0,reviewed,ci,ci
2020-08-12T07:07:05.630Z,33.1563333,-115.6415,6.82,1.55,ml,"12km WNW of Calipatria, CA",earthquake,39.0,reviewed,ci,ci
2020-08-12T07:03:40.800Z,33.1521667,-115.6301667,8.15,1.18,ml,"11km WNW of Calipatria, CA",earthquake,18.0,reviewed,ci,ci
2020-08-12T07:03:29.470Z,33.1638333,-115.6405,7.98,0.85,ml,"12km WNW of Calipatria, CA",earthquake,7.0,reviewed,ci,ci
2020-08-12T07:03:25.560Z,33.1583333,-115.6396667,7.93,0.66,ml,"12km WNW of Calipatria, CA",earthquake,2.0,reviewed,ci,ci
2020-08-12T07:00:37.930Z,33.4801667,-116.4996667,10.37,1.29,ml,"18km ESE of Anza, CA",earthquake,47.0,reviewed,ci,ci
2020-08-12T06:53:27.970Z,36.4616667,-89.6193333,1.56,1.75,md,"6 km S of Marston, Missouri",earthquake,16.0,reviewed,nm,nm
2020-08-12T06:42:33.677Z,36.6319,-115.823,11.2,0.9,ml,"15 km WNW of Indian Springs, Nevada",earthquake,10.0,reviewed,nn,nn
2020-08-12T06:37:18.289Z,-34.9597,-72.6878,25.55,4.6,mb,"48 km NNW of Constitución, Chile",earthquake,97.0,reviewed,us,us
2020-08-12T06:36:18.790Z,54.13183333,-165.9498333,2.76,-1.01,ml,"11 km W of Akutan, Alaska",earthquake,7.0,reviewed,av,av
2020-08-12T06:20:28.870Z,18.9073,-67.0468,9.0,3.07,md,"45 km N of Isabela, Puerto Rico",earthquake,7.0,reviewed,pr,pr
2020-08-12T06:12:15.850Z,36.8765,-121.3966667,9.31,1.23,md,"3km N of Hollister, CA",earthquake,24.0,reviewed,nc,nc
2020-08-12T06:11:45.490Z,36.4581667,-81.1095,0.05,2.15,md,"5 km S of Sparta, North Carolina",earthquake,8.0,reviewed,se,se
2020-08-12T06:09:35.050Z,37.6275,-118.9448333,5.76,0.14,md,"3km ESE of Mammoth Lakes, CA",earthquake,11.0,reviewed,nc,nc
2020-08-12T06:07:31.400Z,54.139,-165.9216667,4.15,-1.04,ml,"9 km W of Akutan, Alaska",earthquake,7.0,reviewed,av,av
2020-08-12T06:01:57.380Z,38.8286667,-122.8035,1.97,0.23,md,"7km W of Cobb, CA",earthquake,4.0,reviewed,nc,nc
2020-08-12T05:57:06.280Z,35.9076667,-117.7461667,6.77,0.79,ml,"15km ESE of Little Lake, CA",earthquake,10.0,reviewed,ci,ci
2020-08-12T05:54:01.520Z,37.6405,-119.0438333,0.32,0.49,md,"6km W of Mammoth Lakes, CA",earthquake,15.0,reviewed,nc,nc
2020-08-12T05:52:33.731Z,18.9008,-65.1687,10.0,2.6,ml,"66 km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake,25.0,reviewed,us,us
2020-08-12T05:52:31.110Z,17.9005,-66.8915,7.0,1.84,md,"8 km SSE of Guánica, Puerto Rico",earthquake,5.0,reviewed,pr,pr
2020-08-12T05:44:39.514Z,-22.922,-66.7213,254.4,4.5,mb,"107 km WSW of Abra Pampa, Argentina",earthquake,4.0,reviewed,us,us
2020-08-12T05:42:27.360Z,38.815834,-122.8209991,1.78,0.56,md,"7km NW of The Geysers, CA",earthquake,1.0,automatic,nc,nc
2020-08-12T05:41:41.731Z,31.1499,130.2549,154.08,4.4,mb,"14 km SSW of Makurazaki, Japan",earthquake,57.0,reviewed,us,us
2020-08-12T05:39:48.340Z,33.156,-115.6286667,7.67,1.13,ml,"11km WNW of Calipatria, CA",earthquake,12.0,reviewed,ci,ci
2020-08-12T05:30:23.210Z,46.33566667,-122.3913333,20.44,0.68,ml,"22 km SSE of Mossyrock, Washington",earthquake,7.0,reviewed,uw,uw
2020-08-12T05:27:08.330Z,35.6996667,-117.5245,4.95,0.99,ml,"13km SW of Searles Valley, CA",earthquake,11.0,reviewed,ci,ci
2020-08-12T05:24:12.270Z,45.6865,-112.0826667,6.24,0.04,ml,"14 km WNW of Pony, Montana",earthquake,0.0,reviewed,mb,mb
2020-08-12T05:23:53.933Z,38.1711,-117.8684,4.1,1.5,ml,"32 km SE of Mina, Nevada",earthquake,11.0,reviewed,nn,nn
2020-08-12T05:23:45.770Z,33.2266667,-115.6983333,3.2,2.16,ml,"14km SSE of Bombay Beach, CA",earthquake,70.0,reviewed,ci,ci
2020-08-12T05:21:59.300Z,33.1388333,-115.6235,8.33,1.63,ml,"10km W of Calipatria, CA",earthquake,26.0,automatic,ci,ci
2020-08-12T05:16:08.735Z,38.1649,-117.8861,4.2,2.0,ml,"31 km SE of Mina, Nevada",earthquake,12.0,reviewed,nn,nn
2020-08-12T05:08:35.640Z,58.37633333,-154.5028333,4.37,-0.43,ml,"89 km N of Karluk, Alaska",earthquake,4.0,reviewed,av,av
2020-08-12T05:02:59.348Z,54.5593,-160.8626,9.1,3.7,mb,"89 km SSW of Sand Point, Alaska",earthquake,11.0,reviewed,us,us
2020-08-12T04:57:10.410Z,38.8224983,-122.8115005,2.68,0.55,md,"7km NW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-12T04:56:18.980Z,19.617,-155.5608333,10.5,1.38,md,"36 km ENE of Honaunau-Napoopoo, Hawaii",earthquake,17.0,reviewed,hv,hv
2020-08-12T04:52:27.700Z,38.8185,-111.3943333,4.42,0.89,ml,"17 km SW of Emery, Utah",earthquake,2.0,reviewed,uu,uu
2020-08-12T04:32:46.220Z,33.6625,-116.7583333,15.12,0.56,ml,"9km SSW of Idyllwild, CA",earthquake,2.0,reviewed,ci,ci
2020-08-12T04:27:41.780Z,33.6818333,-116.9905,11.43,1.14,ml,"8km SSW of Hemet, CA",earthquake,26.0,reviewed,ci,ci
2020-08-12T04:16:56.778Z,38.1709,-117.8384,6.1,2.5,ml,"33 km SE of Mina, Nevada",earthquake,14.0,reviewed,nn,nn
2020-08-12T04:16:47.924Z,38.1679,-117.8381,5.6,1.8,ml,"34 km SE of Mina, Nevada",earthquake,7.0,reviewed,nn,nn
2020-08-12T04:00:51.280Z,38.8136673,-122.821167,2.49,0.78,md,"7km NW of The Geysers, CA",earthquake,2.0,automatic,nc,nc
2020-08-12T03:51:41.590Z,36.85766667,-97.46083333,4.29,1.35,ml,"5 km NNW of Nardin, Oklahoma",earthquake,24.0,reviewed,ok,ok
2020-08-12T03:45:11.850Z,39.343,-121.327,13.85,2.15,md,"8km ENE of Loma Rica, CA",earthquake,24.0,reviewed,nc,nc
2020-08-12T03:35:16.080Z,46.843,-121.9218333,10.72,0.87,ml,"12 km NE of Ashford, Washington",earthquake,12.0,reviewed,uw,uw
2020-08-12T03:31:45.770Z,34.1221667,-117.4683333,5.1,1.72,ml,"3km NNW of Fontana, CA",earthquake,25.0,reviewed,ci,ci
2020-08-12T03:25:11.684Z,12.6833,-88.2284,52.66,4.9,mww,"59 km SSW of Intipucá, El Salvador",earthquake,12.0,reviewed,us,us
2020-08-12T03:17:43.051Z,-9.687,119.0993,31.98,4.3,mb,"127 km W of Waingapu, Indonesia",earthquake,11.0,reviewed,us,us
2020-08-12T03:11:30.151Z,38.1367,-118.0438,2.4,1.8,ml,"28 km SSE of Mina, Nevada",earthquake,11.0,reviewed,nn,nn
2020-08-12T03:11:11.720Z,35.6696667,-117.5065,7.01,2.03,ml,"14km SW of Searles Valley, CA",earthquake,40.0,reviewed,ci,ci
2020-08-12T03:05:50.900Z,36.1215,-117.7925,8.59,0.93,ml,"16km ENE of Coso Junction, CA",earthquake,5.0,reviewed,ci,ci
2020-08-12T03:05:17.094Z,-58.16,-25.599,35.0,4.3,mb,South Sandwich Islands region,earthquake,9.0,reviewed,us,us
2020-08-12T03:04:37.770Z,37.6103333,-118.9461667,7.0,0.46,md,"4km SE of Mammoth Lakes, CA",earthquake,16.0,reviewed,nc,nc
2020-08-12T02:46:15.880Z,35.683,-117.4793333,6.93,1.23,ml,"12km SW of Searles Valley, CA",earthquake,15.0,reviewed,ci,ci
2020-08-12T02:46:03.590Z,35.6778333,-117.4665,10.92,1.01,ml,"12km SSW of Searles Valley, CA",earthquake,9.0,reviewed,ci,ci
2020-08-12T02:44:08.168Z,-10.0579,107.903,10.0,4.6,mb,"south of Java, Indonesia",earthquake,21.0,reviewed,us,us
2020-08-12T02:39:48.050Z,36.1548333,-117.9801667,2.64,2.08,ml,"12km NNW of Coso Junction, CA",earthquake,25.0,reviewed,ci,ci
2020-08-12T02:31:07.310Z,38.8313332,-122.8188324,1.63,0.84,md,"8km NW of The Geysers, CA",earthquake,2.0,automatic,nc,nc
2020-08-12T02:27:31.040Z,38.8158333,-122.8201667,2.7,1.25,md,"7km NW of The Geysers, CA",earthquake,10.0,reviewed,nc,nc
2020-08-12T02:24:51.040Z,61.15416667,-152.3833333,5.98,0.26,ml,"67 km W of Tyonek, Alaska",earthquake,8.0,reviewed,av,av
2020-08-12T02:15:30.000Z,38.7893333,-122.7971649,1.05,0.88,md,"4km WNW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-12T02:04:47.250Z,35.7905,-117.609,10.88,1.34,ml,"19km W of Searles Valley, CA",earthquake,18.0,reviewed,ci,ci
2020-08-12T02:02:29.950Z,34.9018333,-119.6393333,9.25,1.32,ml,"28km SW of Maricopa, CA",earthquake,8.0,reviewed,ci,ci
2020-08-12T01:59:45.500Z,36.482,-81.1068333,1.58,-0.37,md,"2 km SSE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T01:33:54.460Z,36.5001667,-81.0988333,1.93,-0.2,md,"2 km ESE of Sparta, North Carolina",earthquake,4.0,reviewed,se,se
2020-08-12T01:33:21.600Z,38.8136673,-122.8156662,2.81,0.7,md,"6km NW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-12T01:32:08.590Z,19.22999954,-155.3656616,33.79999924,2.00999999,md,"12 km ENE of Pāhala, Hawaii",earthquake,29.0,automatic,hv,hv
2020-08-12T01:31:23.101Z,38.0997,-118.1637,2.6,1.8,ml,"32 km S of Mina, Nevada",earthquake,11.0,reviewed,nn,nn
2020-08-12T01:29:11.250Z,58.17716667,-155.366,0.81,-0.47,ml,"86 km NW of Karluk, Alaska",earthquake,5.0,reviewed,av,av
2020-08-12T01:12:56.310Z,37.4531667,-118.8895,2.45,0.77,md,"22km SSE of Mammoth Lakes, CA",earthquake,14.0,reviewed,nc,nc
2020-08-12T01:02:34.730Z,19.19333267,-155.4640045,34.86000061,2.44000006,md,"1 km SE of Pāhala, Hawaii",earthquake,27.0,automatic,hv,hv
2020-08-12T01:00:32.790Z,35.888,-117.7158333,4.04,0.91,ml,"18km ESE of Little Lake, CA",earthquake,10.0,reviewed,ci,ci
2020-08-12T00:51:01.240Z,36.5868333,-121.1883333,3.65,1.12,md,"7km NNW of Pinnacles, CA",earthquake,9.0,reviewed,nc,nc
2020-08-12T00:49:14.539Z,35.09466667,-97.73716667,0.16,0.7,ml,"8 km WSW of Blanchard, Oklahoma",earthquake,3.0,reviewed,ok,ok
2020-08-12T00:44:44.020Z,33.0505,-115.5823333,7.8,1.99,ml,"4km ENE of Westmorland, CA",earthquake,58.0,reviewed,ci,ci
2020-08-12T00:38:42.230Z,33.0516667,-115.592,6.87,2.06,ml,"3km ENE of Westmorland, CA",earthquake,19.0,reviewed,ci,ci
2020-08-12T00:38:37.350Z,33.0513333,-115.5813333,6.41,1.99,ml,"4km ENE of Westmorland, CA",earthquake,21.0,reviewed,ci,ci
2020-08-12T00:36:08.990Z,44.88,-111.7945,6.34,1.53,ml,"47 km SSE of Virginia City, Montana",earthquake,11.0,reviewed,mb,mb
2020-08-12T00:35:43.220Z,35.8326667,-117.6703333,8.41,1.21,ml,"24km N of Ridgecrest, CA",earthquake,15.0,reviewed,ci,ci
2020-08-12T00:33:51.350Z,33.0523333,-115.584,6.98,1.47,ml,"4km ENE of Westmorland, CA",earthquake,19.0,reviewed,ci,ci
2020-08-12T00:32:40.650Z,33.0553333,-115.5825,6.82,1.88,ml,"4km ENE of Westmorland, CA",earthquake,52.0,reviewed,ci,ci
2020-08-12T00:32:29.380Z,33.0528333,-115.5786667,6.06,1.39,ml,"4km ENE of Westmorland, CA",earthquake,3.0,reviewed,ci,ci
2020-08-12T00:32:19.100Z,33.0591667,-115.5905,7.76,1.16,ml,"4km NE of Westmorland, CA",earthquake,4.0,reviewed,ci,ci
2020-08-12T00:32:02.450Z,33.0526667,-115.5785,6.54,1.68,ml,"4km ENE of Westmorland, CA",earthquake,7.0,reviewed,ci,ci
2020-08-12T00:27:06.379Z,35.05266667,-97.791,7.0,1.1,ml,"13 km E of Chickasha, Oklahoma",earthquake,6.0,reviewed,ok,ok
2020-08-12T00:26:14.060Z,33.06,-115.5845,8.08,1.27,ml,"4km NE of Westmorland, CA",earthquake,11.0,reviewed,ci,ci
2020-08-12T00:20:01.350Z,36.4656667,-81.1108333,1.74,2.15,md,Virginia-North Carolina border region,earthquake,13.0,reviewed,se,se
2020-08-12T00:18:20.620Z,33.0523333,-115.5835,7.03,1.58,ml,"4km ENE of Westmorland, CA",earthquake,28.0,reviewed,ci,ci
2020-08-12T00:15:03.250Z,58.1865,-155.2393333,2.28,-0.01,ml,"83 km NW of Karluk, Alaska",earthquake,5.0,reviewed,av,av
2020-08-12T00:02:44.134Z,58.3577,-133.4995,5.0,3.1,ml,"54 km E of Juneau, Alaska",other event,59.0,reviewed,us,us
2020-08-11T23:55:58.900Z,33.4265,-116.4275,12.2,1.22,ml,"20km NNW of Borrego Springs, CA",earthquake,26.0,automatic,ci,ci
2020-08-11T23:45:35.271Z,14.0878,147.0959,10.0,4.3,mb,"186 km ESE of San Jose Village, Northern Mariana Islands",earthquake,10.0,reviewed,us,us
2020-08-11T23:43:39.290Z,38.7949982,-122.7671661,3.54,0.52,md,"2km NNW of The Geysers, CA",earthquake,3.0,automatic,nc,nc
2020-08-11T23:42:42.340Z,-23.9136,-175.5742,10.0,5.0,mb,"292 km SSW of ‘Ohonua, Tonga",earthquake,55.0,reviewed,us,us
2020-08-11T23:36:54.330Z,52.04416667,-176.1131667,11.96,-0.6,ml,"40 km ENE of Adak, Alaska",earthquake,4.0,reviewed,av,av
2020-08-11T23:29:09.878Z,39.851,44.1997,10.0,4.3,mb,"15 km ESE of Iğdır, Turkey",earthquake,40.0,reviewed,us,us
2020-08-11T23:29:00.970Z,36.519,-81.1003333,1.74,0.41,md,"2 km NE of Sparta, North Carolina",earthquake,3.0,reviewed,se,se
2020-08-11T23:26:20.320Z,18.0105,-66.7266,5.0,2.11,md,"2 km NNW of Tallaboa, Puerto Rico",earthquake,12.0,reviewed,pr,pr
2020-08-11T23:22:07.230Z,35.034,-117.675,0.26,1.86,ml,"4km NNW of Boron, CA",quarry blast,35.0,automatic,ci,ci
2020-08-11T23:10:11.700Z,33.144,-115.6375,13.63,1.36,ml,"12km W of Calipatria, CA",earthquake,19.0,automatic,ci,ci
2020-08-11T23:08:37.660Z,38.822,-122.7778333,1.51,0.11,md,"5km W of Cobb, CA",earthquake,4.0,reviewed,nc,nc
2020-08-11T23:07:25.841Z,24.1516,122.7568,10.0,4.5,mb,"42 km SW of Yonakuni, Japan",earthquake,39.0,reviewed,us,us
2020-08-11T23:04:20.940Z,33.71,-116.8066667,15.54,0.85,ml,"9km WSW of Idyllwild, CA",earthquake,17.0,automatic,ci,ci
2020-08-11T23:04:02.910Z,33.7061667,-116.8073333,14.1,0.8,ml,"9km WSW of Idyllwild, CA",earthquake,16.0,automatic,ci,ci
2020-08-11T22:59:57.980Z,33.7011667,-116.8105,15.11,1.3,ml,"9km SE of Valle Vista, CA",earthquake,27.0,reviewed,ci,ci
2020-08-11T22:48:31.686Z,30.388,94.8111,10.0,4.1,mb,"241 km WSW of Qamdo, China",earthquake,16.0,reviewed,us,us
2020-08-11T22:41:27.670Z,37.7995,-120.0311667,31.49,1.52,md,"16km ESE of Groveland-Big Oak Flat, CA",earthquake,5.0,reviewed,nc,nc
2020-08-11T22:40:57.420Z,33.497,-116.7888333,4.66,0.62,ml,"9km NE of Aguanga, CA",earthquake,14.0,automatic,ci,ci
2020-08-11T22:25:50.040Z,34.3681667,-116.8123333,0.98,1.42,ml,"12km NNE of Big Bear City, CA",earthquake,28.0,automatic,ci,ci
2020-08-11T22:21:52.730Z,56.1083,-148.7203,10.0,3.3,ml,"274 km SE of Chiniak, Alaska",earthquake,46.0,reviewed,us,us
2020-08-11T22:13:59.520Z,35.839,-117.6475,5.95,0.64,ml,"23km WNW of Searles Valley, CA",earthquake,7.0,automatic,ci,ci
2020-08-11T22:12:06.620Z,33.246,-115.6661667,3.43,1.94,ml,"13km SSE of Bombay Beach, CA",earthquake,68.0,reviewed,ci,ci
2020-08-11T22:10:39.892Z,38.1426,-117.8934,10.6,2.0,ml,"33 km SE of Mina, Nevada",earthquake,12.0,reviewed,nn,nn
2020-08-11T22:03:17.100Z,36.474,-98.7415,8.2,0.45,ml,"17 km SE of Waynoka, Oklahoma",earthquake,6.0,reviewed,ok,ok
2020-08-11T22:01:58.730Z,47.365,-117.8635,-0.43,2.34,ml,"11 km NE of Sprague, Washington",explosion,7.0,reviewed,uw,uw
2020-08-11T21:52:38.820Z,31.7265,-115.9631667,12.85,3.03,ml,"57km E of Maneadero, B.C., MX",earthquake,103.0,reviewed,ci,ci
2020-08-11T21:47:08.830Z,33.9095,-116.8305,7.36,0.47,ml,"4km WSW of Cabazon, CA",earthquake,3.0,reviewed,ci,ci
2020-08-11T21:45:29.410Z,47.06316667,-121.9311667,17.43,0.69,ml,"9 km ESE of Carbonado, Washington",earthquake,4.0,reviewed,uw,uw
2020-08-11T21:37:41.360Z,19.499,-155.587,-1.92,1.31,md,"29 km E of Honaunau-Napoopoo, Hawaii",earthquake,15.0,reviewed,hv,hv
2020-08-11T21:27:28.697Z,30.3255,94.7921,10.0,4.4,mb,"238 km N of Along, India",earthquake,43.0,reviewed,us,us
